0.473,0.496,0.526,0.617,0.492,0.541,0.597,0.515,0.453,0.542,0
0.490,0.505,0.430,0.468,0.529,0.517,0.513,0.617,0.514,0.473,0
0.457,0.490,0.479,0.501,0.463,0.493,0.488,0.487,0.486,0.453,0
0.48,0.495,0.467,0.451,0.497,0.464,0.483,0.542,0.484,0.459,0
0.500,0.510,0.526,0.558,0.5,0.5,0.494,0.502,0.525,0.521,1
0.491,0.514,0.515,0.507,0.508,0.504,0.501,0.512,0.493,0.501,1
0.495,0.501,0.514,0.510,0.510,0.499,0.409,0.589,0.548,0.521,0
0.529,0.494,0.501,0.498,0.471,0.503,0.493,0.499,0.095,0.090,1
0.391,0.456,0.515,0.475,0.494,0.537,0.500,0.515,0.461,0.485,0
0.494,0.509,0.481,0.608,0.492,0.510,0.507,0.500,0.157,0.480,1
0.513,0.505,0.497,0.420,0.486,0.533,0.510,0.445,0.466,0.484,1
0.519,0.511,0.687,0.64,0.513,0.507,0.562,0.505,0.559,0.514,1
0.475,0.404,0.495,0.521,0.5,0.494,0.487,0.539,0.491,0.498,0
0.573,0.501,0.409,0.513,0.519,0.5,0.512,0.495,0.565,0.520,0
0.509,0.546,0.536,0.512,0.528,0.529,0.358,0.529,0.504,0.487,1
0.518,0.493,0.469,0.505,0.490,0.444,0.500,0.514,0.486,0.507,1
0.520,0.363,0.4,0.504,0.505,0.356,0.503,0.9,0.477,0.586,0
0.443,0.494,0.478,0.583,0.487,0.505,0.447,0.465,0.494,0.514,0
0.540,0.482,0.483,0.532,0.492,0.507,0.531,0.393,0.503,0.478,1
0.451,0.176,0.470,0.408,0.26,0.312,0.451,0.436,0.487,0.471,0
0.505,0.520,0.517,0.501,0.524,0.505,0.504,0.5,0.504,0.513,0
0.482,0.509,0.577,0.507,0.559,0.513,0.505,0.495,0.508,0.506,1
0.527,0.515,0.513,0.545,0.500,0.497,0.498,0.502,0.530,0.514,1
0.511,0.515,0.505,0.483,0.503,0.489,0.514,0.495,0.510,0.479,1
0.430,0.527,0.9,0.533,0.473,0.475,0.478,0.533,0.470,0.446,1
0.506,0.521,0.485,0.483,0.45,0.503,0.526,0.520,0.486,0.474,0
0.479,0.497,0.503,0.485,0.442,0.483,0.419,0.557,0.486,0.477,1
0.471,0.423,0.505,0.3,0.569,0.479,0.477,0.492,0.370,0.426,0
0.455,0.539,0.5,0.489,0.510,0.494,0.516,0.502,0.5,0.5,0
0.495,0.499,0.492,0.513,0.5,0.487,0.496,0.495,0.501,0.503,1
0.499,0.491,0.619,0.493,0.517,0.65,0.581,0.483,0.491,0.532,0
0.490,0.486,0.463,0.504,0.486,0.491,0.482,0.491,0.488,0.636,1
0.528,0.506,0.492,0.512,0.505,0.522,0.475,0.499,0.6,0.510,0
0.470,0.510,0.532,0.543,0.484,0.417,0.517,0.482,0.482,0.500,1
0.488,0.492,0.483,0.506,0.503,0.5,0.488,0.522,0.516,0.48,1
0.518,0.504,0.575,0.519,0.636,0.315,0.375,0.166,0.462,0.492,1
0.516,0.509,0.522,0.552,0.536,0.484,0.731,0.593,0.534,0.594,1
0.507,0.511,0.547,0.514,0.516,0.516,0.509,0.512,0.508,0.512,0
0.444,0.498,0.481,0.538,0.499,0.523,0.512,0.538,0.590,0.504,0
0.387,0.496,0.541,0.2,0.467,0.363,0.502,0.484,0.076,0.481,1
0.492,0.494,0.482,0.518,0.465,0.463,0.559,0.480,0.490,0.482,1
0.462,0.427,0.491,0.484,0.455,0.493,0.483,0.489,0.429,0.423,0
0.510,0.509,0.512,0.576,0.498,0.498,0.557,0.494,0.507,0.523,1
0.503,0.482,0.492,0.489,0.506,0.492,0.495,0.482,0.493,0.505,0
0.507,0.543,0.495,0.5,0.474,0.468,0.505,0.506,0.505,0.509,0
0.488,0.494,0.513,0.508,0.494,0.492,0.500,0.523,0.503,0.484,1
0.490,0.496,0.520,0.491,0.486,0.484,0.500,0.499,0.493,0.490,0
0.506,0.511,0.506,0.483,0.487,0.499,0.495,0.532,0.507,0.500,1
0.490,0.486,0.498,0.490,0.361,0.499,0.483,0.575,0.503,0.481,0
0.508,0.506,0.503,0.504,0.503,0.493,0.502,0.555,0.487,0.523,0
0.485,0.496,0.485,0.471,0.446,0.486,0.504,0.482,0.512,0.462,1
0.774,0.476,0.2,0.494,0.5,0.453,0.490,0.492,0.497,0.506,0
0.475,0.505,0.498,0.496,0.496,0.574,0.497,0.470,0.503,0.512,0
0.511,0.6,0.507,0.524,0.525,0.450,0.502,0.536,0.521,0.512,1
0.486,0.496,0.507,0.550,0.477,0.478,0.455,0.482,0.452,0.499,1
0.505,0.502,0.525,0.495,0.502,0.495,0.496,0.493,0.511,0.496,1
0.555,0.547,0.499,0.5,0.479,0.492,0.516,0.502,0.468,0.481,1
0.380,0.464,0.492,0.510,0.502,0.455,0.477,0.357,0.475,0.452,0
0.474,0.501,0.291,0.488,0.513,0.523,0.470,0.477,0.476,0.480,0
0.488,0.491,0.473,0.495,0.465,0.491,0.473,0.543,0.488,0.473,0
0.517,0.471,0.503,0.502,0.482,0.511,0.496,0.474,0.497,0.484,0
0.475,0.512,0.482,0.494,0.497,0.495,0.507,0.506,0.503,0.492,0
0.496,0.486,0.485,0.493,0.427,0.529,0.476,0.476,0.496,0.463,0
0.307,0.496,0.527,0.517,0.468,0.502,0.497,0.499,0.525,0.504,0
0.511,0.562,0.489,0.477,0.506,0.531,0.472,0.490,0.503,0.504,0
0.5,0.514,0.465,0.461,0.422,0.492,0.497,0.493,0.469,0.467,1
0.481,0.483,0.485,0.493,0.487,0.382,0.478,0.446,0.516,0.509,0
0.563,0.491,0.504,0.499,0.464,0.485,0.544,0.488,0.514,0.491,1
0.477,0.381,0.456,0.475,0.489,0.498,0.5,0.512,0.498,0.510,0
0.494,0.443,0.508,0.516,0.495,0.493,0.495,0.492,0.514,0.495,0
0.507,0.516,0.501,0.529,0.502,0.496,0.674,0.617,0.507,0.5,1
0.494,0.498,0.4,0.492,0.470,0.576,0.495,0.495,0.506,0.463,1
0.476,0.481,0.472,0.515,0.484,0.482,0.487,0.622,0.488,0.476,1
0.474,0.490,0.465,0.532,0.505,0.480,0.5,0.471,0.436,0.416,1
0.499,0.528,0.504,0.493,0.509,0.534,0.523,0.508,0.519,0.491,1
0.499,0.506,0.483,0.475,0.476,0.483,0.496,0.494,0.489,0.491,1
0.456,0.470,0.480,0.431,0.488,0.432,0.441,0.434,0.503,0.32,0
0.501,0.486,0.484,0.544,0.485,0.487,0.492,0.488,0.535,0.411,1
0.484,0.489,0.606,0.531,0.564,0.431,0.503,0.493,0.495,0.491,1
0.497,0.481,0.496,0.507,0.478,0.479,0.488,0.503,0.488,0.5,0
0.492,0.5,0.564,0.5,0.532,0.526,0.486,0.507,0.523,0.508,0
0.508,0.575,0.474,0.553,0.497,0.528,0.504,0.506,0.524,0.508,1
0.493,0.4,0.494,0.489,0.507,0.502,0.494,0.525,0.532,0.460,1
0.475,0.535,0.499,0.503,0.491,0.487,0.500,0.507,0.490,0.506,1
0.476,0.463,0.446,0.420,0.509,0.484,0.52,0.492,0.497,0.492,1
0.506,0.484,0.457,0.469,0.490,0.474,0.503,0.516,0.516,0.469,1
0.489,0.494,0.504,0.453,0.480,0.489,0.483,0.524,0.355,0.439,1
0.537,0.492,0.486,0.493,0.447,0.490,0.516,0.494,0.492,0.482,1
0.507,0.490,0.505,0.502,0.518,0.458,0.524,0.491,0.493,0.492,0
0.485,0.500,0.469,0.495,0.497,0.503,0.485,0.484,0.483,0.486,1
0.524,0.492,0.512,0.569,0.496,0.500,0.503,0.481,0.498,0.507,1
0.5,0.502,0.5,0.513,0.539,0.612,0.498,0.384,0.475,0.474,1
0.523,0.504,0.491,0.5,0.502,0.517,0.489,0.501,0.490,0.489,1
0.432,0.421,0.475,0.391,0.480,0.463,0.453,0.456,0.454,0.469,0
0.454,0.471,0.528,0.476,0.472,0.446,0.422,0.450,0.486,0.490,1
0.489,0.497,0.490,0.488,0.467,0.479,0.496,0.483,0.557,0.507,1
0.5,0.509,0.495,0.478,0.501,0.480,0.541,0.506,0.515,0.525,1
0.474,0.491,0.453,0.381,0.392,0.088,0.48,0.485,0.578,0.488,0
0.497,0.497,0.508,0.521,0.496,0.521,0.510,0.501,0.540,0.496,0
0.534,0.497,0.459,0.416,0.492,0.485,0.504,0.5,0.496,0.475,1
0.495,0.485,0.431,0.520,0.495,0.534,0.502,0.511,0.492,0.518,0
0.504,0.493,0.497,0.513,0.5,0.486,0.481,0.517,0.503,0.517,0
0.515,0.500,0.489,0.506,0.492,0.512,0.497,0.492,0.507,0.493,0
0.512,0.509,0.636,0.480,0.519,0.565,0.468,0.496,0.515,0.5,0
0.489,0.512,0.495,0.481,0.500,0.532,0.457,0.488,0.552,0.486,1
0.547,0.535,0.453,0.486,0.514,0.490,0.467,0.475,0.472,0.464,1
0.515,0.499,0.497,0.52,0.506,0.512,0.487,0.493,0.499,0.544,1
0.510,0.461,0.534,0.493,0.440,0.513,0.501,0.502,0.495,0.510,0
0.529,0.520,0.520,0.628,0.504,0.501,0.507,0.507,0.496,0.526,1
0.511,0.488,0.467,0.491,0.503,0.477,0.472,0.474,0.508,0.495,1
0.507,0.439,0.502,0.518,0.487,0.490,0.508,0.502,0.498,0.433,1
0.509,0.530,0.509,0.503,0.555,0.506,0.480,0.517,0.521,0.509,0
0.528,0.502,0.502,0.482,0.493,0.508,0.495,0.5,0.513,0.495,1
0.411,0.514,0.519,0.512,0.481,0.501,0.478,0.5,0.541,0.485,1
0.488,0.507,0.495,0.495,0.52,0.502,0.494,0.511,0.480,0.490,0
0.485,0.488,0.535,0.497,0.501,0.527,0.475,0.507,0.498,0.440,0
0.533,0.547,0.518,0.678,0.535,0.496,0.537,0.508,0.494,0.489,0
0.508,0.502,0.492,0.528,0.562,0.504,0.504,0.504,0.487,0.506,1
0.38,0.604,0.485,0.494,0.438,0.463,0.423,0.390,0.462,0.476,1
0.537,0.500,0.5,0.487,0.484,0.526,0.498,0.530,0.506,0.512,0
0.477,0.473,0.495,0.514,0.470,0.473,0.477,0.475,0.532,0.483,0
0.514,0.512,0.501,0.507,0.470,0.483,0.485,0.505,0.493,0.521,1
0.480,0.492,0.496,0.513,0.497,0.488,0.505,0.502,0.545,0.514,0
0.503,0.503,0.533,0.490,0.492,0.506,0.517,0.489,0.497,0.492,0
0.512,0.494,0.486,0.480,0.491,0.514,0.502,0.497,0.495,0.494,1
0.484,0.474,0.456,0.497,0.436,0.503,0.454,0.555,0.480,0.482,0
0.505,0.495,0.514,0.582,0.515,0.480,0.553,0.526,0.520,0.449,1
0.503,0.502,0.501,0.531,0.507,0.502,0.512,0.497,0.502,0.483,0
0.502,0.506,0.510,0.504,0.494,0.509,0.525,0.507,0.505,0.488,1
0.548,0.413,0.401,0.510,0.489,0.506,0.493,0.511,0.503,0.487,1
0.512,0.495,0.508,0.563,0.553,0.476,0.414,0.473,0.633,0.517,1
0.497,0.501,0.517,0.505,0.480,0.508,0.532,0.481,0.506,0.480,0
0.495,0.537,0.361,0.495,0.444,0.478,0.488,0.520,0.5,0.591,1
0.553,0.492,0.517,0.461,0.6,0.512,0.501,0.537,0.513,0.484,0
0.428,0.491,0.468,0.488,0.468,0.494,0.511,0.502,0.469,0.501,0
0.504,0.483,0.500,0.460,0.510,0.444,0.443,0.5,0.490,0.524,1
0.491,0.517,0.492,0.493,0.531,0.493,0.487,0.413,0.477,0.235,0
0.485,0.468,0.35,0.478,0.451,0.492,0.440,0.464,0.472,0.457,1
0.504,0.490,0.494,0.537,0.519,0.487,0.475,0.5,0.505,0.492,0
0.445,0.187,0.419,0.501,0.452,0.341,0.432,0.411,0.277,0.452,1
0.513,0.509,0.438,0.492,0.512,0.508,0.642,0.445,0.426,0.483,0
0.541,0.461,0.470,0.474,0.500,0.681,0.493,0.464,0.472,0.493,1
0.489,0.521,0.473,0.428,0.466,0.418,0.521,0.348,0.498,0.476,0
0.495,0.501,0.606,0.526,0.503,0.504,0.494,0.493,0.557,0.511,1
0.485,0.479,0.390,0.515,0.487,0.537,0.483,0.478,0.480,0.419,0
0.521,0.522,0.509,0.509,0.464,0.471,0.590,0.555,0.510,0.511,0
0.541,0.531,0.487,0.511,0.489,0.509,0.497,0.515,0.548,0.486,1
0.531,0.506,0.496,0.506,0.489,0.525,0.496,0.498,0.44,0.498,1
0.523,0.525,0.493,0.511,0.520,0.4,0.513,0.609,0.516,0.498,1
0.498,0.461,0.5,0.506,0.505,0.520,0.511,0.488,0.598,0.488,1
0.469,0.489,0.507,0.496,0.421,0.475,0.354,0.484,0.459,0.494,1
0.576,0.605,0.502,0.467,0.545,0.483,0.584,0.501,0.523,0.470,1
0.494,0.498,0.522,0.496,0.501,0.511,0.507,0.514,0.499,0.501,1
