0, 1, 2, 0, 2, 0, 0, 0, 0, 0.4815, 0.4917, 0.4419, 0.516, 0.4788, 0.48908159243200633, 0.5096421963547296, 0.48558569283146746, 0.49359679904696546, 0.49666705055137483, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0.5088, 0.6154, 0.5362, 0.5154, 0.3333, 0.5160960709407839, 0.5148496318788736, 0.47666827852998067, 0.4739809912610831, 0.5288688306726513, 1
0, 0, 1, 3, 1, 0, 0, 0, 0, 0.4307, 0.5222, 0.4862, 0.4923, 0.4989, 0.5093897330809397, 0.5118180819018864, 0.46897216303363076, 0.4896910161497622, 0.5148496318788736, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0.6744, 0.5238, 0.5162, 0.4874, 0.8, 0.510281035605436, 0.5184070218708062, 0.5232224286438102, 0.5199902625486226, 0.48497272567306, 0
0, 0, 1, 2, 2, 0, 0, 0, 0, 0.6082, 0.5156, 0.5034, 0.4948, 0.5389, 0.505787176098362, 0.48558569283146746, 0.5160960709407839, 0.4867029884561441, 0.5148496318788736, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0.5, 0.4946, 0.5243, 0.6667, 0.582, 0.49167460147951314, 0.547780667342531, 0.5360284735746425, 0.5145837051137152, 0.4739809912610831, 0
0, 0, 0, 1, 3, 1, 0, 0, 0, 0.5472, 0.5179, 0.4634, 0.4414, 0.6462, 0.4987885732492599, 0.5118180819018864, 0.5232224286438102, 0.4811251528740318, 0.49559531180412986, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0.5022, 0.439, 0.5079, 0.5897, 0.539, 0.510281035605436, 0.5338587625853173, 0.49846044528659406, 0.475190516511431, 0.49962114036749383, 0
0, 0, 0, 3, 1, 1, 0, 0, 0, 0.4497, 0.5667, 0.5128, 0.4865, 0.625, 0.48817053174045444, 0.5184070218708062, 0.48440345861490774, 0.47530186608122943, 0.5012224391012231, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0.568, 0.5577, 0.516, 0.5347, 0.508, 0.5252883762200532, 0.4867029884561441, 0.49800888786287295, 0.5145837051137152, 0.5387531592249368, 1
0, 0, 0, 1, 3, 1, 0, 0, 0, 0.5128, 0.6054, 0.5098, 0.5167, 0.4903, 0.5254534212695795, 0.4998453111066625, 0.49962114036749383, 0.5040670944273228, 0.5210306206172223, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0.4965, 0.5368, 0.4975, 0.5078, 0.4939, 0.500667875989446, 0.5160960709407839, 0.5012224391012231, 0.5510903702393064, 0.5373924199497514, 0
0, 0, 0, 0, 2, 3, 0, 0, 0, 0.5844, 0.534, 0.5029, 0.5198, 0.5212, 0.4754084039486328, 0.49359679904696546, 0.5210306206172223, 0.5096421963547296, 0.5360284735746425, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0.5075, 0.5061, 0.4953, 0.6083, 0.4756, 0.5387531592249368, 0.49167460147951314, 0.5145837051137152, 0.49834740221138984, 0.5419541605902967, 1
1, 4, 0, 0, 0, 0, 0, 0, 0, 0.4118, 0.4211, 0.4834, 0.4737, 0.4231, 0.5077344657657337, 0.533298505493031, 0.5162583920337633, 0.526291061430641, 0.5013448090371168, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0.4839, 0.3694, 0.39, 0.4375, 0.5, 0.547780667342531, 0.5117628522064177, 0.4751277620500754, 0.5387531592249368, 0.5058213623725671, 1
1, 2, 2, 0, 0, 0, 0, 0, 0, 0.4778, 0.2, 0.625, 0.4979, 0.5238, 0.5352073837825015, 0.4981167608286252, 0.5067131301081007, 0.4998453111066625, 0.5284062646025837, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0.3279, 0.4923, 0.6, 0.4879, 0.4615, 0.5484648528126789, 0.5132665669506405, 0.500667875989446, 0.5148496318788736, 0.505787176098362, 0
0, 0, 3, 2, 0, 0, 0, 0, 0, 0.5, 0.5625, 0.4353, 0.3684, 0.4519, 0.5253301246451931, 0.4938700174270556, 0.5253178998900575, 0.4948534172862661, 0.5219254928297712, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0.4603, 0.1765, 0.4722, 0.4794, 0.3939, 0.4688891150326551, 0.5199902625486226, 0.5381838109667645, 0.501923054135565, 0.5096421963547296, 1
